Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Malaysia,MYS,"Population, female",SP.POP.TOTL.FE.IN,13657904,13870041,14076056,14278456,14480856,14685797,14894008,15104524,15316120,15526619,..
Malaysia,MYS,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,0.1,..,0,..,0,..,..,..,..,..
Malaysia,MYS,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..,..,..,..,..,..,..,..,..,..,..
Myanmar,MMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,48.8,53.99968338,55.15865326,56.34173203,52,60.5,55.6,69.8148366,66.17798615,68.35665131,..
Myanmar,MMR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,32.47184182,39.91581105,41.13300796,42.50533158,37.88095274,47.60191631,39.80994005,59.91913485,54.71817399,57.50790592,..
Myanmar,MMR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,89,88.35561371,89.05771637,89.47685242,85.5,90.8,92.3,92.5545213,92.19425964,92.67173767,..
Myanmar,MMR,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.25,0.98,4,8,11.52,21.72583401,25.07330424,23.62108195,..,..,..
Myanmar,MMR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,2.06226,3.53038,3.829875041,2.861556,3.90162,3.3857879,5.065285902,4.833935501,4.742165598,8.30683,..
Myanmar,MMR,"Air transport, passengers carried",IS.AIR.PSGR,924207,1539676,1663425.435,1572120,1926969,2095503,2741388,3149037,3407788.433,3701663.849,..
Myanmar,MMR,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,20485,32354,37798.82982,38028,49599,51652,65643,62480,64397.96449,64320,..
Myanmar,MMR,"International tourism, expenditures for passenger transport items (current US$)",ST.INT.TRNX.CD,..,9000000,8000000,16000000,82000000,121000000,164000000,31000000,29000000,28000000,..
Myanmar,MMR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,16.61142781,20.22699635,25.26090198,21.51547318,20.49162958,..,..,..,..,..,..
Myanmar,MMR,"International tourism, receipts for passenger transport items (current US$)",ST.INT.TRNR.CD,19000000,9000000,11000000,5000000,74000000,79000000,92000000,19000000,18000000,18000000,..
Myanmar,MMR,Investment in transport with private participation (current US$),IE.PPI.TRAN.CD,..,..,..,..,..,..,..,..,104000000,..,..
Myanmar,MMR,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,1.92,..,2.1,..,2.142857,..,2.329592,..,1.99,..,..
Myanmar,MMR,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..
Myanmar,MMR,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,..,..,..,..,..,..,..,..,104000000,..,..
Myanmar,MMR,"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,..,96.2406311,..,..,..,..,..,82.78455353,..,79.76789093,..
Myanmar,MMR,"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",SE.XPD.CSEC.ZS,..,95.09932709,..,..,..,..,..,88.85075378,..,82.96485901,..
Myanmar,MMR,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,..,60.11188126,..,..,..,..,..,50.81774902,..,51.09778976,..
Myanmar,MMR,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..,..,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..,..,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..,..,..,..,..,..,..
Myanmar,MMR,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,69.98999786,..,66.41000366,66.80999756,65.5,..
Myanmar,MMR,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,..,5.928639889,..,..,..,..,..,10.09710026,10.34902954,10.45750999,..
Myanmar,MMR,"Preprimary education, duration (years)",SE.PRE.DURS,5,5,5,5,5,5,5,5,5,5,..
Myanmar,MMR,"Primary education, duration (years)",SE.PRM.DURS,5,5,5,5,5,5,5,5,5,5,5
Myanmar,MMR,"Primary education, pupils",SE.PRM.ENRL,5125942,..,..,..,5177276,..,5321524,5388349,5299765,..,..
Myanmar,MMR,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,49.51353,..,..,..,48.99146,..,48.9046,48.32562,48.55953,..,..
Myanmar,MMR,"Primary education, teachers",SE.PRM.TCHR,181666,..,..,..,187828,..,241433,233815,217561,..,..
Myanmar,MMR,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,83.84838104,..,..,..,83.82988739,..,82.77368927,82.3480072,80.26300812,..,..
Myanmar,MMR,"Secondary education, duration (years)",SE.SEC.DURS,6,6,6,6,6,6,6,6,6,6,6
Myanmar,MMR,"Secondary education, general pupils",SE.SEC.ENRL.GC,2852447,..,..,..,3191268,..,3742454,3964792,4179394,..,..
Myanmar,MMR,"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,51.12081,..,..,..,50.43857,..,52.13699,52.08331,51.96351,..,..
Myanmar,MMR,"Secondary education, pupils",SE.SEC.ENRL,2852447,..,..,..,3191268,..,3748367,3970936,4186742,..,..
Myanmar,MMR,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,51.12081,..,..,..,50.43857,..,52.08868,52.03305,51.90363,..,..
Myanmar,MMR,"Secondary education, teachers",SE.SEC.TCHR,83703,..,..,..,100346,..,155858,150309,153660,..,..
Myanmar,MMR,"Secondary education, teachers (% female)",SE.SEC.TCHR.FE.ZS,85.13195038,..,..,..,86.74585724,..,..,86.44525909,86.16361237,..,..
Myanmar,MMR,"Secondary education, teachers, female",SE.SEC.TCHR.FE,71258,..,..,..,87046,..,..,129935,132399,..,..
Myanmar,MMR,"Share of youth not in education, employment or training, male (% of male youth population)",SL.UEM.NEET.MA.ZS,..,..,..,..,..,11.18999958,..,10.53999996,8.210000038,9.010000229,..
Myanmar,MMR,"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,..,..,..,..,..,18.62000084,..,17.37999916,13.60000038,14.93000031,..
Myanmar,MMR,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..,3.269999981,..,2.700000048,2.289999962,0.800000012,..
Myanmar,MMR,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,..,..,..,..,..,4.75,..,3.160000086,2.089999914,0.879999995,..
Myanmar,MMR,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,0.193,0.194,0.195,..,..,..,..,..,..,..,..
Myanmar,MMR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,1.87254584,1.91946495,2.43835998,3.23661304,4.39342737,5.4778142,5.11008072,5.09039927,4.79125547,..,..
Myanmar,MMR,Number of people pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.NOP1.TO,..,..,..,..,..,..,..,..,..,..,..
Myanmar,MMR,Number of people pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.NOP2.TO,..,..,..,..,..,..,..,..,..,..,..
Myanmar,MMR,Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.10.TO,..,..,..,..,..,..,..,..,..,..,..
Myanmar,MMR,Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.25.TO,..,..,..,..,..,..,..,..,..,..,..
Myanmar,MMR,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,80.74465942,77.27888489,76.7002182,72.23144531,66.03540802,70.4500351,76.67272949,75.68733215,76.44635773,..,..
Myanmar,MMR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,63.4,60.7,58.2,55.8,53.7,51.8,49.9,48.1,46.4,44.7,..
Myanmar,MMR,"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,57.9,55.4,53.1,50.8,48.8,46.9,45.1,43.4,41.9,40.2,..
Myanmar,MMR,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,68.6,65.8,63.2,60.7,58.4,56.3,54.4,52.6,50.6,48.8,..
Myanmar,MMR,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,3.5,3.4,3.3,3.3,3.2,3.2,3.2,3,2.9,2.9,..
Myanmar,MMR,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,1.5,1.5,1.3,1.3,1.3,1.2,1.2,1.1,1.1,1.1,..
Myanmar,MMR,"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,5.5,5.5,5.4,5.4,5.4,5.3,5.3,5,4.8,4.9,..
Myanmar,MMR,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,66.88999939,66.58999634,66.22000122,65.80999756,65.41999817,65.05000305,63.11999893,61.22000122,61.90000153,60.11000061,55.59999847
Myanmar,MMR,"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,..,..,..,..,..,79.66999817,..,76.37999725,76.47000122,75.19999695,..
Myanmar,MMR,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,..,..,..,..,..,64.22000122,..,60.29000092,60.97000122,59.18999863,..
Myanmar,MMR,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,62.27670476,61.84491969,61.41313462,60.98134955,60.54956448,60.11777941,59.68599434,59.25420927,..,..,..
Myanmar,MMR,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,67.01173246,66.62587379,66.24036846,65.85506331,65.47027915,65.08818855,64.70898086,64.33268404,..,..,..
Myanmar,MMR,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,78.66939601,78.28843771,77.90747941,77.52652111,77.14556282,76.76460452,76.38364622,76.00268792,..,..,..
Myanmar,MMR,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,30.04613285,29.61701366,29.19584436,28.76565297,28.30694864,27.81738999,27.3298314,26.84669288,26.37104828,25.91440126,..
Myanmar,MMR,"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,10.22810493,9.886288261,9.618928053,9.411520675,9.238359373,9.080940502,8.964064552,8.876913251,8.806595854,8.742857367,..
Myanmar,MMR,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,9.362682746,9.046634059,8.802197682,8.615039894,8.458807802,8.313488142,8.202052868,8.116133268,8.043981793,7.97815959,..
Myanmar,MMR,"Population ages 0-14, female",SP.POP.0014.FE.IN,7564254,7513850,7467869,7419457,7359972,7286395,7206016,7121801,7036649,6956513,..
Myanmar,MMR,"Population ages 0-14, male",SP.POP.0014.MA.IN,7639333,7587914,7542624,7496108,7439070,7368005,7291156,7209639,7126786,7049000,..
Myanmar,MMR,"Population ages 0-14, total",SP.POP.0014.TO,15203589,15101897,15010663,14915696,14799101,14654403,14497171,14331458,14163467,14005547,..
Myanmar,MMR,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.14851598,65.51906599,65.88961573,66.26306003,66.64032304,67.01409544,67.31718483,67.59224925,67.84430978,68.07389414,..
Myanmar,MMR,"Population ages 15-64, female",SP.POP.1564.FE.IN,17201308,17433228,17675036,17921316,18163135,18392291,18592119,18772511,18940845,19106309,..
Myanmar,MMR,"Population ages 15-64, male",SP.POP.1564.MA.IN,15764374,15975402,16201319,16437753,16676990,16911222,17116434,17309984,17497253,17684516,..
Myanmar,MMR,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,994797,1016557,1036966,1058141,1082815,1112351,1158795,1208009,1259166,1311149,..
Myanmar,MMR,"Population ages 65 and above, total",SP.POP.65UP.TO,2431547,2480143,2526747,2577734,2641607,2722811,2839502,2968636,3106838,3249051,..
Myanmar,MMR,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,1436753,1463664,1489884,1519676,1558826,1610462,1680707,1760637,1847696,1937933,..
Myanmar,MMR,Population growth (annual %),SP.POP.GROW,0.694989178,0.767385401,0.826303883,0.849756952,0.822712022,0.762033335,0.689521233,0.633962381,0.608482652,0.625548337,..
Myanmar,MMR,Population in largest city,EN.URB.LCTY,4381041,4471308,4563564,4657462,4753425,4851365,4951323,5053341,5157461,5243989,..
Myanmar,MMR,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,5489354,5609801,5733103,5858804,5987480,6119024,6253501,6390977,6531522,6649810,..
Myanmar,MMR,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,10.84835032,11.00163432,11.15092519,11.29899144,11.45253936,11.6152993,11.78899869,11.97202698,12.16108208,12.30411384,..
Myanmar,MMR,Urban population,SP.URB.TOTL,14616046,14825521,15046733,15274176,15501259,15729411,15957065,16186666,16423490,16674093,..
Myanmar,MMR,Rural population,SP.RUR.TOTL,35984772,36165094,36366965,36578275,36779548,36951315,37088161,37195915,37284905,37371327,..
Myanmar,MMR,"Population, total",SP.POP.TOTL,50600818,50990615,51413698,51852451,52280807,52680726,53045226,53382581,53708395,54045420,..
Myanmar,MMR,"Population, male",SP.POP.TOTL.MA.IN,24398504,24579873,24780909,24992002,25198875,25391578,25566384,25727632,25883205,26044665,..
Myanmar,MMR,"Population, female",SP.POP.TOTL.FE.IN,26202314,26410742,26632789,26860449,27081932,27289148,27478842,27654949,27825190,28000755,..
Myanmar,MMR,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,4.8,..,1.4,..,..,..
Myanmar,MMR,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..,..,..,..,41,..,56.59999847,..,56.09999847,..,..
Philippines,PHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,85.39570618,87.2,87.08,87.5,89.69213867,89.08,92.04637146,93,94.43275452,95.62862396,..
Philippines,PHL,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,78.31681755,81.18840395,80.69743002,81.89969303,84.51017309,83.19498028,88.05684867,90.02316667,91.70230292,93.54532594,..
Philippines,PHL,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,93.93247223,94.39431763,94.66,94.1,95.75258636,95.91,96.64108276,96.4,97.52329254,97.96386719,..
Philippines,PHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,25,29,36.2351,48.09902359,49.6,36,55.5,60.05476033,..,43.02661187,..
Philippines,PHL,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,460.1940548,470.0034139,533.2836147,325.682352,577.474932,604.508812,665.1245679,753.351739,835.904513,926.888641,..
Philippines,PHL,"Air transport, passengers carried",IS.AIR.PSGR,22575356,26326620.76,28540727.36,25540880,34897404,37023422,40206684,39341995,43080118,47776892,..
Philippines,PHL,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,205318,225789.6836,241698.559,200532,287460,325859,345482,273159,292450,320569,..
Philippines,PHL,"International tourism, expenditures for passenger transport items (current US$)",ST.INT.TRNX.CD,477000000,439000000,592000000,567000000,532000000,525000000,546000000,592000000,611000000,813000000,..
Philippines,PHL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,11.51427475,11.10211634,11.46446154,10.28485638,9.40954156,..,..,..,..,..,..
Philippines,PHL,"International tourism, receipts for passenger transport items (current US$)",ST.INT.TRNR.CD,796000000,855000000,902000000,909000000,1029000000,1142000000,1146000000,1361000000,1475000000,1675000000,..
Philippines,PHL,Investment in transport with private participation (current US$),IE.PPI.TRAN.CD,343000000,370000000,49700000,46670000,837100000,1023900000,2471900000,53550000,..,1733250000,..
Philippines,PHL,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,2.57,..,2.8,..,2.6,..,2.550097,..,2.73,..,..
Philippines,PHL,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,..,..,..,..,..,..,..,..,..,..,..
Philippines,PHL,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,343000000,370000000,49700000,46670000,837100000,1023900000,2471900000,53550000,..,1733250000,..
Philippines,PHL,"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,..,..,..,..,..,..,..,..,..,..,..
Philippines,PHL,"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",SE.XPD.CSEC.ZS,..,..,..,..,..,..,..,..,..,..,..
Philippines,PHL,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,..,..,..,..,..,..,..,..,..,..,..
Philippines,PHL,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,14.79566002,..,..,14.71033001,..,..,..,13.19266033,..,..,..
Philippines,PHL,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,18.13639069,..,..,19.23904991,..,..,..,18.80533028,..,..,..
Philippines,PHL,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,16.48168945,..,..,16.99505997,..,..,..,16.0239296,..,..,..
Philippines,PHL,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,65.05000305,65.12999725,64.04000092,..,63.49000168,63.15999985,63.29999924,..,..,..,..
Philippines,PHL,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,..,..,..,..,..,..,..,..,..,..,..
Philippines,PHL,"Preprimary education, duration (years)",SE.PRE.DURS,1,1,1,1,1,1,1,1,1,1,..
Philippines,PHL,"Primary education, duration (years)",SE.PRM.DURS,6,6,6,6,6,6,6,6,6,6,6
Philippines,PHL,"Primary education, pupils",SE.PRM.ENRL,..,..,..,..,14460377,14453060,14293635,14039867,13418841,..,..
Philippines,PHL,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,..,..,..,..,47.88758,47.77429,47.83106,47.89458,..,..,..
Philippines,PHL,"Primary education, teachers",SE.PRM.TCHR,..,..,..,..,461244,477530,493084,482743,495636,..,..
Philippines,PHL,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,..,..,..,..,86.98497772,87.62737274,87.54431152,87.53540039,87.35301971,..,..
Philippines,PHL,"Secondary education, duration (years)",SE.SEC.DURS,4,4,4,4,4,4,4,5,6,6,6
Philippines,PHL,"Secondary education, general pupils",SE.SEC.ENRL.GC,..,..,..,..,7220389,7319461,7397290,8444603,..,..,..
Philippines,PHL,"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,..,..,..,..,50.58583,50.35619,50.51536,51.20434,..,..,..
Philippines,PHL,"Secondary education, pupils",SE.SEC.ENRL,..,..,..,..,7220389,7319461,7397290,9007148,10562477,..,..
Philippines,PHL,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,..,..,..,..,50.58583,50.35619,50.51536,50.82828,..,..,..
Philippines,PHL,"Secondary education, teachers",SE.SEC.TCHR,..,..,..,..,267515,279052,314482,377174,421823.8438,..,..
Philippines,PHL,"Secondary education, teachers (% female)",SE.SEC.TCHR.FE.ZS,..,..,..,..,73.31140137,72.88928223,73.17780304,71.44288635,70.69937897,..,..
Philippines,PHL,"Secondary education, teachers, female",SE.SEC.TCHR.FE,..,..,..,..,196119,203399,230131,269464,298226.8438,..,..
Philippines,PHL,"Share of youth not in education, employment or training, male (% of male youth population)",SL.UEM.NEET.MA.ZS,18.85000038,17.54999924,17.77000046,17.62999916,16.87000084,17.12000084,15.5,15.27999973,14.38000011,13.75,..
Philippines,PHL,"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,25.31999969,24.42000008,24.82999992,24.29999924,23.35000038,22.84000015,22.20000076,21.70000076,19.88999939,18.76000023,..
Philippines,PHL,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,10.32999992,10.03999996,9.199999809,..,9.300000191,8.460000038,7.510000229,..,..,..,..
Philippines,PHL,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,9.319999695,8.899999619,8.079999924,..,8.149999619,7.28000021,6.510000229,..,..,..,..
Philippines,PHL,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..,..
Philippines,PHL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.31276274,4.20609283,4.37465286,4.4638114,4.12741232,4.32136869,4.40684605,4.4460597,4.40060663,..,..
Philippines,PHL,Number of people pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.NOP1.TO,..,..,..,..,..,..,..,..,..,..,..
Philippines,PHL,Number of people pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.NOP2.TO,..,..,..,..,..,..,..,..,..,..,..
Philippines,PHL,Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.10.TO,..,..,..,..,..,..,..,..,..,..,..
Philippines,PHL,Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.25.TO,..,..,..,..,..,..,..,..,..,..,..
Philippines,PHL,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,54.84585571,58.89308929,58.31450272,57.57440186,55.69347763,54.78786087,53.68787003,53.04578018,53.85138321,..,..
Philippines,PHL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,31.7,31.3,31,30.6,30.2,29.8,29.3,28.7,28,27.3,..
Philippines,PHL,"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,28.4,28,27.7,27.3,27,26.6,26.1,25.6,25,24.3,..
Philippines,PHL,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,34.9,34.5,34.1,33.6,33.2,32.9,32.3,31.7,31,30.1,..
Philippines,PHL,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,2.4,2.7,2.4,2.4,2.3,2.3,2.2,2.2,2.2,2.2,..
Philippines,PHL,"Suicide mortality rate, female (per 100,000 female population)",SH.STA.SUIC.FE.P5,1.3,1.5,1.3,1.2,1,1.1,1.1,1.1,1.1,1.2,..
Philippines,PHL,"Suicide mortality rate, male (per 100,000 male population)",SH.STA.SUIC.MA.P5,3.4,4,3.5,3.5,3.5,3.5,3.4,3.3,3.2,3.1,..
Philippines,PHL,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,59.95000076,60.63999939,60.24000168,59.97999954,60.54999924,60.29999924,60.56000137,58.15000153,58.18000031,58.68999863,55.11000061
Philippines,PHL,"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,72.37000275,73.13999939,72.69000244,72.27999878,72.75,72.08000183,73.13999939,71.51000214,70.94000244,70.87999725,..
Philippines,PHL,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,59.22000122,59.99000168,59.56999969,59.29999924,59.93000031,59.52000046,59.93000031,57.63000107,57.59999847,58.11000061,..
Philippines,PHL,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,63.41259969,64.98588256,66.57809733,68.18924398,69.81932252,71.46833295,73.13627528,74.82314949,..,..,..
Philippines,PHL,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,68.70449936,69.80306664,70.90838698,72.02044268,73.13895592,74.26398135,75.39533489,76.53350207,..,..,..
Philippines,PHL,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,75.0862504,75.5679839,76.0510794,76.53553691,77.02135642,77.50853794,77.99708146,78.48698699,..,..,..
Philippines,PHL,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,33.99137972,33.63088436,33.29024086,32.97383358,32.64898136,32.28195681,31.92163406,31.46800852,30.9630402,30.47588107,..
Philippines,PHL,"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,11.90305286,11.79870014,11.7312092,11.69044704,11.61627044,11.46035631,11.32298753,11.00592334,10.58593756,10.19028401,..
Philippines,PHL,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,11.5471279,11.48944664,11.40695905,11.31729036,11.19654874,11.01614397,10.82176054,10.49849233,10.10566959,9.740621611,..
Philippines,PHL,"Population ages 0-14, female",SP.POP.0014.FE.IN,15510588,15606683,15713454,15832217,15944236,16027756,16092147,16104107,16081220,16055516,..
Philippines,PHL,"Population ages 0-14, male",SP.POP.0014.MA.IN,16430018,16534793,16649328,16769785,16872346,16936387,16998890,16991651,16941390,16893979,..
Philippines,PHL,"Population ages 0-14, total",SP.POP.0014.TO,31940605,32141052,32362321,32601741,32816516,32964143,33091219,33095932,33022677,32949491,..
Philippines,PHL,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,61.87157738,62.15021024,62.40403319,62.62904128,62.85606712,63.1159012,63.31540795,63.59489479,63.91439103,64.20912271,..
Philippines,PHL,"Population ages 15-64, female",SP.POP.1564.FE.IN,28809652,29429699,30068248,30708221,31343681,31977375,32569677,33181101,33800509,34407300,..
Philippines,PHL,"Population ages 15-64, male",SP.POP.1564.MA.IN,29329079,29967301,30596372,31214094,31834931,32472302,33065538,33703687,34365393,35013429,..
Philippines,PHL,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,1638607,1702766,1768641,1836129,1906172,1980074,2078971,2184132,2294705,2408660,..
Philippines,PHL,"Population ages 65 and above, total",SP.POP.65UP.TO,3887446,4032010,4185710,4347506,4518017,4699395,4937469,5192506,5463318,5746394,..
Philippines,PHL,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,2248836,2328805,2416595,2511106,2611772,2719318,2858704,3008587,3168706,3337731,..
Philippines,PHL,Population growth (annual %),SP.POP.GROW,1.666112353,1.691813951,1.704126853,1.692082958,1.646689216,1.579367402,1.507207616,1.445492801,1.39613428,1.363994679,..
Philippines,PHL,Population in largest city,EN.URB.LCTY,11887189,12075689,12267444,12461704,12659314,12860058,13064268,13271721,13482468,13698889,..
Philippines,PHL,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,13341999,13563933,13789938,14019139,14252542,14489901,14731620,14977445,15227448,15483831,..
Philippines,PHL,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,14.19863382,14.19266122,14.18533463,14.17914326,14.17978016,14.19003547,14.21094148,14.24073422,14.27770613,14.32141674,..
Philippines,PHL,Urban population,SP.URB.TOTL,42597021,43505397,44437841,45385009,46329521,47262079,48177810,49096983,50027217,50975903,..
Philippines,PHL,Rural population,SP.RUR.TOTL,51369759,52064650,52774797,53486543,54183617,54851133,55486117,56076281,56624705,57140712,..
Philippines,PHL,"Population, total",SP.POP.TOTL,93966780,95570047,97212638,98871552,100513138,102113212,103663927,105173264,106651922,108116615,..
Philippines,PHL,"Population, male",SP.POP.TOTL.MA.IN,47397704,48204860,49014341,49820008,50613449,51388763,52143399,52879470,53601488,54316068,..
