"transaction_id","customer_id","flight_destination","flight_date","n_guests","booking_date","total_spend","flight_type"
12829,6428,"Domestic",2022-10-31,1,2022-10-19,1013.51565436615,"One-way"
12830,6428,"Long Haul",2022-10-22,1,2022-08-27,12034.9113853632,"One-way"
12831,6428,"Domestic",2022-10-06,1,2022-09-15,5993.53518217216,"One-way"
12832,6429,"Domestic",2022-11-20,3,2022-11-05,6746.65154664322,"One-way"
12833,6430,"Domestic",2022-05-05,1,2022-04-23,3175.12017977252,"Round-Trip"
12834,6430,"Domestic",2022-06-16,1,2022-05-30,1000,"One-way"
12835,6431,"Domestic",2022-11-24,4,2022-11-10,2219.95480324753,"One-way"
12836,6431,"Domestic",2022-11-06,1,2022-10-23,2034.47329116133,"One-way"
12837,6432,"Long Haul",2022-05-05,2,2022-02-28,30640.9654842867,"Open Jaw"
12838,6433,"Domestic",2022-12-01,5,2022-11-15,8511.35226456441,"One-way"
12839,6433,"Domestic",2022-05-18,1,2022-05-02,2226.83449470742,"One-way"
12840,6433,"Short Haul",2022-10-30,8,2022-09-03,84658.0901048835,"One-way"
12841,6434,"Domestic",2022-10-31,1,2022-10-14,1000,"Round-Trip"
12842,6435,"Domestic",2022-04-19,1,2022-04-06,1595.67713064332,"Round-Trip"
12843,6436,"Short Haul",2022-11-16,1,2022-09-21,4266.15918112299,"One-way"
12844,6436,"Domestic",2022-11-19,1,2022-11-01,2734.48321236318,"One-way"
12845,6437,"Domestic",2022-11-23,1,2022-11-13,4317.07029660023,"One-way"
12846,6437,"Domestic",2022-11-07,6,2022-10-24,12652.4597866139,"One-way"
12847,6438,"Domestic",2022-04-10,3,2022-03-20,3561.4217534825,"One-way"
12848,6439,"Domestic",2022-09-25,1,2022-09-10,2438.66034728833,"One-way"
12849,6439,"Domestic",2022-11-18,1,2022-11-06,1139.20109214687,"One-way"
12850,6440,"Long Haul",2022-11-10,3,2022-09-17,65307.5463491267,"Round-Trip"
12851,6440,"Short Haul",2022-05-27,3,2022-03-30,21359.5918928125,"One-way"
12852,6440,"Domestic",2022-11-25,3,2022-11-09,3046.13977318587,"Round-Trip"
12853,6441,"Domestic",2022-11-30,1,2022-11-13,1000,"One-way"
12854,6441,"Domestic",2022-11-12,1,2022-10-22,1000,"Round-Trip"
12855,6442,"Domestic",2022-10-17,6,2022-10-14,6522.31494748999,"One-way"
12856,6442,"Long Haul",2022-04-13,1,2022-02-17,6881.55792365701,"One-way"
12857,6443,"Long Haul",2022-05-09,1,2022-03-09,8817.99944271284,"One-way"
12858,6443,"Short Haul",2022-12-07,3,2022-10-05,15405.8204944923,"One-way"
12859,6443,"Domestic",2022-11-12,3,2022-10-27,12361.5819699259,"One-way"
12860,6444,"Short Haul",2022-12-07,1,2022-09-29,18043.0780467049,"Round-Trip"
12861,6444,"Domestic",2022-05-13,3,2022-04-27,4901.84181028608,"One-way"
12862,6445,"Long Haul",2022-04-23,3,2022-02-20,41252.4941256607,"One-way"
12863,6445,"Domestic",2022-05-13,1,2022-05-01,4128.02842699166,"Round-Trip"
12864,6446,"Domestic",2022-10-24,4,2022-09-30,7847.88527362047,"One-way"
12865,6446,"Long Haul",2022-11-13,2,2022-09-16,26339.4349477885,"One-way"
12866,6446,"Domestic",2022-12-13,5,2022-12-02,8090.0895033835,"Open Jaw"
12867,6447,"Short Haul",2022-11-12,1,2022-09-10,11003.1778316062,"Round-Trip"
12868,6448,"Domestic",2022-05-26,3,2022-05-09,2892.87592045303,"One-way"
12869,6449,"Long Haul",2022-06-06,1,2022-03-26,9453.34662213368,"One-way"
12870,6450,"Domestic",2022-04-13,1,2022-04-02,1580.07067691433,"One-way"
12871,6451,"Long Haul",2022-11-11,1,2022-09-17,14450.1312068369,"Round-Trip"
12872,6451,"Domestic",2022-11-10,1,2022-11-01,4679.31432228119,"Round-Trip"
12873,6451,"Domestic",2022-11-29,1,2022-11-16,2198.06893390814,"Round-Trip"
12874,6451,"Long Haul",2022-05-25,3,2022-04-06,54806.6122982119,"Open Jaw"
12875,6452,"Short Haul",2022-12-06,1,2022-10-14,5922.34634854021,"One-way"
12876,6453,"Short Haul",2022-05-10,1,2022-03-08,3100.86432679108,"One-way"
12877,6453,"Short Haul",2022-05-24,1,2022-03-23,10921.5802658843,"Round-Trip"
12878,6453,"Domestic",2022-11-27,1,2022-11-13,1206.78600039002,"Open Jaw"
12879,6454,"Long Haul",2022-06-03,4,2022-03-31,48056.0040260471,"Round-Trip"
12880,6454,"Long Haul",2022-06-07,2,2022-04-19,14084.0339232145,"One-way"
12881,6455,"Short Haul",2022-12-07,2,2022-10-09,7666.79143496077,"One-way"
12882,6456,"Domestic",2022-11-19,1,2022-11-01,4127.5471417973,"Round-Trip"
12883,6456,"Short Haul",2022-05-19,1,2022-03-25,3911.30740585591,"One-way"
12884,6456,"Domestic",2022-10-09,1,2022-10-01,3520.15780670083,"One-way"
12885,6456,"Domestic",2022-05-31,3,2022-05-15,1905.98131242038,"One-way"
12886,6457,"Short Haul",2022-06-16,2,2022-04-11,26323.6832074739,"Round-Trip"
12887,6458,"Domestic",2022-11-11,1,2022-10-24,3959.1653669083,"One-way"
12888,6458,"Short Haul",2022-12-10,1,2022-10-13,5186.94979064339,"One-way"
12889,6459,"Domestic",2022-10-19,2,2022-10-03,5474.14853895681,"Round-Trip"
12890,6459,"Domestic",2022-05-27,3,2022-05-16,5487.3227290872,"Round-Trip"
12891,6460,"Domestic",2022-11-25,3,2022-11-09,7584.00405730534,"One-way"
12892,6460,"Short Haul",2022-11-06,1,2022-09-13,11976.9585475044,"Round-Trip"
12893,6460,"Domestic",2022-11-12,1,2022-10-31,2642.57550765246,"One-way"
12894,6461,"Domestic",2022-11-29,1,2022-11-13,1160.91818824112,"One-way"
12895,6461,"Domestic",2022-04-29,1,2022-04-18,4077.50560011129,"Open Jaw"
12896,6462,"Short Haul",2022-10-23,3,2022-08-15,20948.1263290262,"One-way"
12897,6463,"Domestic",2022-11-06,1,2022-10-24,6129.55874623588,"Round-Trip"
12898,6464,"Long Haul",2022-06-21,2,2022-04-19,14619.7046339003,"One-way"
12899,6464,"Short Haul",2022-10-30,1,2022-09-07,7296.66784959565,"One-way"
12900,6464,"Domestic",2022-11-09,6,2022-10-27,8909.78117162211,"One-way"
12901,6465,"Domestic",2022-10-20,6,2022-10-10,4897.45958045615,"Round-Trip"
12902,6465,"Domestic",2022-10-22,1,2022-10-08,1038.7583539863,"One-way"
12903,6466,"Long Haul",2022-05-21,4,2022-03-20,27501.6338405465,"One-way"
12904,6466,"Long Haul",2022-10-28,1,2022-08-22,14011.6157009701,"Round-Trip"
12905,6467,"Long Haul",2022-04-11,1,2022-02-07,13530.817445808,"One-way"
12906,6468,"Short Haul",2022-11-01,3,2022-08-22,17974.1010979049,"One-way"
12907,6469,"Domestic",2022-05-31,1,2022-05-16,3777.26230420359,"One-way"
12908,6469,"Domestic",2022-11-27,1,2022-11-11,2612.79506755585,"Round-Trip"
12909,6470,"Domestic",2022-05-16,3,2022-05-08,7133.37775789126,"One-way"
12910,6470,"Long Haul",2022-05-28,1,2022-04-01,20121.4184903585,"Open Jaw"
12911,6470,"Short Haul",2022-11-03,1,2022-09-04,10749.7460990125,"Round-Trip"
12912,6471,"Domestic",2022-12-09,2,2022-11-24,1000,"One-way"
12913,6472,"Domestic",2022-05-24,3,2022-05-05,8312.69112889287,"One-way"
12914,6472,"Domestic",2022-04-28,1,2022-04-13,1963.61499763576,"Open Jaw"
12915,6472,"Domestic",2022-11-18,1,2022-11-06,3472.39944097672,"Round-Trip"
12916,6473,"Domestic",2022-11-20,5,2022-10-31,17585.3759056999,"Round-Trip"
12917,6474,"Domestic",2022-12-04,2,2022-11-22,7644.91503774525,"Round-Trip"
12918,6475,"Domestic",2022-12-08,1,2022-11-19,1453.76253543358,"Round-Trip"
12919,6476,"Long Haul",2022-11-08,1,2022-09-02,16526.6285175113,"Round-Trip"
12920,6477,"Domestic",2022-06-04,1,2022-05-17,1874.36915501144,"One-way"
12921,6477,"Long Haul",2022-11-14,1,2022-09-23,19193.6035169317,"Round-Trip"
12922,6478,"Long Haul",2022-11-21,3,2022-09-11,44997.9975208885,"Open Jaw"
12923,6478,"Domestic",2022-12-10,1,2022-11-16,1000,"One-way"
12924,6479,"Short Haul",2022-05-13,1,2022-03-04,7075.12288242947,"Open Jaw"
12925,6479,"Long Haul",2022-01-22,1,2021-11-10,4954.03282776371,"One-way"
12926,6479,"Domestic",2022-04-22,5,2022-04-12,7384.01521151834,"One-way"
12927,6479,"Domestic",2022-06-18,1,2022-06-01,1000,"One-way"
12928,6480,"Short Haul",2022-11-05,1,2022-09-12,5388.84365539033,"One-way"
12929,6481,"Short Haul",2022-05-14,1,2022-03-26,7796.75068355899,"One-way"
12930,6482,"Long Haul",2022-12-03,2,2022-09-28,32064.8173457356,"Round-Trip"
12931,6482,"Domestic",2022-05-25,2,2022-05-09,7439.56243202824,"One-way"
12932,6482,"Domestic",2022-12-19,2,2022-12-01,6169.69116631529,"One-way"
12933,6483,"Domestic",2022-10-14,1,2022-10-06,4132.70786308024,"One-way"
12934,6483,"Long Haul",2022-10-21,1,2022-09-04,16093.0885646055,"Round-Trip"
12935,6483,"Long Haul",2022-10-27,1,2022-08-28,14734.0046220273,"One-way"
12936,6484,"Domestic",2022-05-04,1,2022-04-10,1000,"One-way"
12937,6484,"Long Haul",2022-10-12,1,2022-08-11,10332.8790066502,"One-way"
12938,6485,"Domestic",2022-05-26,1,2022-05-06,2643.34515785236,"One-way"
12939,6485,"Domestic",2022-12-10,4,2022-11-25,3555.25422460409,"Round-Trip"
12940,6486,"Short Haul",2022-11-03,1,2022-08-30,20027.4488345679,"Round-Trip"
12941,6486,"Domestic",2022-05-26,1,2022-05-15,3549.29693137365,"One-way"
12942,6486,"Domestic",2022-05-23,1,2022-05-08,1750.06415442946,"One-way"
12943,6487,"Long Haul",2022-11-08,2,2022-09-07,34843.9964966381,"Round-Trip"
12944,6488,"Short Haul",2022-11-06,1,2022-09-12,3325.67000748191,"One-way"
12945,6488,"Long Haul",2022-10-26,1,2022-08-30,7754.37132423073,"One-way"
12946,6489,"Domestic",2022-12-03,3,2022-11-20,1858.3351455729,"One-way"
12947,6490,"Short Haul",2022-04-27,3,2022-02-22,35387.9599240556,"Round-Trip"
12948,6490,"Long Haul",2022-05-29,4,2022-03-31,50659.6076943894,"Round-Trip"
12949,6490,"Short Haul",2022-11-11,1,2022-10-01,3479.89644760251,"One-way"
12950,6491,"Short Haul",2022-11-25,3,2022-10-02,10851.9706250855,"One-way"
12951,6491,"Domestic",2022-04-20,3,2022-04-08,4006.67530523052,"One-way"
12952,6491,"Domestic",2022-06-04,1,2022-05-17,4043.91751729112,"One-way"
12953,6491,"Domestic",2022-04-25,7,2022-04-04,11081.8548883994,"One-way"
12954,6491,"Short Haul",2022-12-03,1,2022-10-11,9044.0019250834,"Open Jaw"
12955,6492,"Domestic",2022-05-18,1,2022-05-07,2211.05200570502,"One-way"
12956,6492,"Long Haul",2022-11-05,1,2022-09-15,7405.32302706303,"One-way"
12957,6493,"Short Haul",2022-10-28,3,2022-08-25,26553.488771351,"One-way"
12958,6493,"Domestic",2022-12-14,1,2022-11-26,1000,"One-way"
12959,6494,"Domestic",2022-06-18,1,2022-05-26,2532.37533274186,"Round-Trip"
12960,6495,"Domestic",2022-04-27,3,2022-04-13,4738.42901172379,"One-way"
12961,6495,"Short Haul",2022-10-05,4,2022-08-12,64156.9293206307,"Round-Trip"
12962,6496,"Domestic",2022-11-17,1,2022-10-29,1449.2820290031,"One-way"
12963,6497,"Long Haul",2022-10-19,4,2022-08-23,58383.0941101044,"One-way"
12964,6497,"Domestic",2022-10-29,2,2022-10-18,1068.47379374039,"One-way"
12965,6498,"Domestic",2022-12-02,1,2022-11-11,2445.48411000176,"Round-Trip"
12966,6498,"Domestic",2022-05-21,1,2022-05-03,3923.84945349061,"One-way"
12967,6498,"Short Haul",2022-11-08,1,2022-09-04,13284.2040459227,"Round-Trip"
12968,6498,"Long Haul",2022-01-02,3,2021-11-05,56003.1378523309,"One-way"
12969,6498,"Long Haul",2022-11-13,1,2022-09-10,10377.4907978789,"One-way"
12970,6499,"Domestic",2022-10-30,1,2022-10-14,2595.0198620153,"One-way"
12971,6499,"Domestic",2022-05-15,1,2022-04-25,3793.78881770134,"One-way"
12972,6500,"Domestic",2022-11-12,4,2022-10-25,8118.23555980566,"One-way"
12973,6500,"Long Haul",2022-05-14,1,2022-03-11,9704.18435432804,"One-way"
12974,6500,"Domestic",2022-05-26,3,2022-05-15,4950.41720846584,"One-way"
12975,6501,"Long Haul",2022-11-11,1,2022-09-16,8881.62807795567,"One-way"
12976,6501,"Short Haul",2022-05-22,1,2022-03-31,11638.2417382762,"Round-Trip"
12977,6502,"Short Haul",2022-05-01,1,2022-02-27,2476.70077779545,"One-way"
12978,6502,"Long Haul",2022-11-05,5,2022-09-18,26290.9992182269,"One-way"
12979,6502,"Long Haul",2022-11-07,3,2022-09-06,22513.7113545207,"One-way"
12980,6503,"Short Haul",2022-12-17,3,2022-10-10,11287.2454313109,"One-way"
12981,6504,"Long Haul",2022-11-12,3,2022-09-23,39328.3247722517,"Round-Trip"
12982,6504,"Short Haul",2022-04-17,3,2022-02-05,21039.9217113201,"One-way"
12983,6505,"Long Haul",2022-11-05,1,2022-09-15,9849.65364451653,"One-way"
12984,6505,"Domestic",2022-11-13,1,2022-10-24,4293.29740516855,"One-way"
12985,6505,"Short Haul",2022-11-03,1,2022-08-31,9732.82384409341,"One-way"
12986,6506,"Domestic",2022-04-16,1,2022-03-31,1100.18118231621,"One-way"
12987,6506,"Domestic",2022-11-10,2,2022-10-23,2997.29933650713,"Open Jaw"
12988,6506,"Domestic",2022-05-01,3,2022-04-18,4369.46148196614,"Round-Trip"
12989,6507,"Domestic",2022-11-22,1,2022-11-10,3156.59078587965,"Round-Trip"
12990,6507,"Domestic",2022-04-25,1,2022-04-13,3908.50635585047,"Open Jaw"
12991,6507,"Short Haul",2022-06-11,4,2022-04-20,25967.7163714428,"Round-Trip"
12992,6508,"Short Haul",2022-10-27,3,2022-08-29,20782.1040627869,"Round-Trip"
12993,6508,"Domestic",2022-11-20,1,2022-11-02,3284.096336706,"One-way"
12994,6509,"Short Haul",2022-11-26,1,2022-09-24,10195.2825753287,"One-way"
12995,6509,"Short Haul",2022-06-21,1,2022-04-08,9908.98299441887,"One-way"
12996,6510,"Domestic",2022-10-24,4,2022-10-13,8027.7567305608,"One-way"
12997,6511,"Short Haul",2022-11-04,1,2022-09-15,11582.8602373648,"Round-Trip"
12998,6512,"Domestic",2022-05-05,1,2022-04-26,2437.4919833586,"One-way"
12999,6512,"Domestic",2022-06-18,1,2022-06-03,2852.92659515045,"Round-Trip"
13000,6513,"Domestic",2022-11-27,3,2022-11-19,3578.44639610207,"One-way"
13001,6514,"Domestic",2022-10-28,3,2022-10-14,5006.41181991638,"One-way"
13002,6514,"Domestic",2022-04-05,3,2022-03-18,2948.48182966696,"One-way"
13003,6514,"Long Haul",2022-06-13,2,2022-04-10,15769.447031469,"One-way"
13004,6514,"Domestic",2022-05-20,5,2022-05-04,13021.9235470656,"One-way"
13005,6514,"Domestic",2022-04-23,6,2022-04-14,21010.6672293131,"One-way"
13006,6514,"Long Haul",2022-10-31,2,2022-09-01,15688.9560713828,"One-way"
13007,6514,"Long Haul",2022-10-18,1,2022-08-25,9701.41829583709,"One-way"
13008,6515,"Short Haul",2022-04-25,1,2022-02-19,5571.20143609656,"One-way"
13009,6516,"Long Haul",2022-11-14,2,2022-09-13,18312.5137062686,"One-way"
13010,6517,"Domestic",2022-11-29,4,2022-11-19,7624.59179974448,"Open Jaw"
13011,6518,"Domestic",2022-12-06,3,2022-11-21,5284.89306801103,"One-way"
13012,6518,"Short Haul",2022-11-29,5,2022-09-22,43093.5288444168,"One-way"
13013,6518,"Long Haul",2022-11-10,2,2022-09-07,40815.1106839931,"Round-Trip"
13014,6519,"Domestic",2022-11-19,3,2022-10-29,5656.6481060049,"One-way"
13015,6520,"Long Haul",2022-05-25,4,2022-03-24,33800.9093850987,"One-way"
13016,6521,"Domestic",2022-05-20,5,2022-05-07,2068.7122731033,"One-way"
13017,6521,"Domestic",2022-12-03,7,2022-11-18,10832.9496350615,"One-way"
13018,6522,"Domestic",2022-11-22,3,2022-11-07,3830.6259530321,"One-way"
13019,6522,"Short Haul",2022-11-18,1,2022-09-11,12978.1907839124,"Round-Trip"
13020,6522,"Domestic",2022-12-23,1,2022-12-08,1261.6568877378,"Round-Trip"
13021,6522,"Domestic",2022-05-21,1,2022-05-09,1503.18707894224,"Round-Trip"
13022,6523,"Short Haul",2022-04-19,1,2022-03-01,5128.29249988643,"One-way"
13023,6523,"Domestic",2022-10-18,3,2022-10-04,8007.40962527521,"Open Jaw"
13024,6523,"Long Haul",2022-11-08,4,2022-09-02,55571.9306345073,"Round-Trip"
13025,6524,"Domestic",2022-11-30,1,2022-11-17,2707.07801012806,"One-way"
13026,6525,"Domestic",2022-11-03,1,2022-10-22,5032.799265946,"One-way"
13027,6525,"Short Haul",2022-12-07,3,2022-10-16,25936.7767701609,"Round-Trip"
13028,6525,"Domestic",2022-04-18,1,2022-04-04,1000,"One-way"
13029,6526,"Domestic",2022-05-23,1,2022-05-10,3558.285821625,"One-way"
13030,6526,"Long Haul",2022-04-28,1,2022-03-04,24254.5417823847,"Round-Trip"
13031,6527,"Domestic",2022-06-03,4,2022-05-15,2546.0880740298,"One-way"
13032,6527,"Domestic",2022-12-12,4,2022-11-27,4398.36317696352,"One-way"
13033,6528,"Domestic",2022-04-30,1,2022-04-11,3063.85273605117,"One-way"
13034,6529,"Short Haul",2022-05-27,3,2022-03-25,29401.4206801208,"Open Jaw"
13035,6529,"Long Haul",2022-10-27,1,2022-08-26,20233.1457438593,"Round-Trip"
13036,6529,"Domestic",2022-05-24,3,2022-05-08,13663.3470837642,"Round-Trip"
13037,6530,"Short Haul",2022-12-07,3,2022-10-04,27402.0188007894,"Round-Trip"
13038,6530,"Domestic",2022-11-23,2,2022-11-05,4129.68208944883,"One-way"
13039,6530,"Short Haul",2022-10-05,2,2022-08-05,32067.9390620882,"Round-Trip"
13040,6530,"Domestic",2022-05-05,2,2022-04-22,2091.18613705312,"One-way"
13041,6530,"Domestic",2022-11-09,6,2022-10-29,4830.4643799515,"One-way"
13042,6531,"Domestic",2022-11-04,5,2022-10-25,6426.83202945169,"One-way"
13043,6532,"Short Haul",2022-11-26,1,2022-09-28,6561.36454681889,"One-way"
13044,6532,"Domestic",2022-11-16,1,2022-11-05,3792.10887075013,"One-way"
13045,6532,"Domestic",2022-10-23,1,2022-10-11,3632.52619991742,"Round-Trip"
13046,6533,"Domestic",2022-10-21,1,2022-10-03,4608.45398231657,"Round-Trip"
13047,6533,"Domestic",2022-11-14,3,2022-11-04,3246.31217585123,"One-way"
13048,6534,"Domestic",2022-11-20,1,2022-11-02,5713.04156579628,"Round-Trip"
13049,6534,"Domestic",2022-12-02,3,2022-11-18,2373.10351086841,"One-way"
13050,6534,"Domestic",2022-11-06,1,2022-10-12,6382.9940957418,"Round-Trip"
13051,6535,"Domestic",2022-03-19,1,2022-02-28,3410.49753992018,"One-way"
13052,6536,"Domestic",2022-11-24,2,2022-11-06,2816.17674411799,"One-way"
13053,6536,"Domestic",2022-11-28,1,2022-11-06,4930.63759489731,"Round-Trip"
13054,6536,"Long Haul",2022-12-17,3,2022-10-17,36562.046965535,"One-way"
13055,6537,"Domestic",2022-11-16,1,2022-10-24,2595.74045347918,"One-way"
13056,6537,"Domestic",2022-11-01,1,2022-10-21,1000,"Round-Trip"
13057,6538,"Short Haul",2022-11-12,1,2022-09-04,3756.53140418813,"One-way"
13058,6539,"Domestic",2022-10-29,3,2022-10-07,17500.0190685491,"Round-Trip"
13059,6540,"Long Haul",2022-05-28,3,2022-03-14,24572.5927545017,"One-way"
13060,6540,"Short Haul",2022-11-02,1,2022-09-04,5135.76718685436,"One-way"
13061,6541,"Domestic",2022-11-30,1,2022-11-09,1807.99444722914,"One-way"
13062,6541,"Domestic",2022-04-10,3,2022-03-27,6407.83679800461,"One-way"
13063,6542,"Domestic",2022-04-19,1,2022-04-02,1000,"One-way"
13064,6542,"Domestic",2022-10-29,1,2022-10-21,2205.85463288545,"Round-Trip"
13065,6542,"Domestic",2022-11-17,1,2022-11-03,1877.57421015736,"One-way"
13066,6542,"Long Haul",2022-06-22,1,2022-05-09,8532.3279841272,"One-way"
13067,6542,"Long Haul",2022-05-22,1,2022-03-31,7391.98916779087,"One-way"
13068,6543,"Domestic",2022-05-20,1,2022-05-05,5744.17107383042,"Round-Trip"
13069,6543,"Short Haul",2022-10-24,3,2022-08-29,34802.1500469575,"Round-Trip"
13070,6543,"Short Haul",2022-06-24,1,2022-04-22,5476.33635445837,"One-way"
13071,6544,"Long Haul",2022-12-21,2,2022-10-22,39971.9243502483,"Round-Trip"
13072,6544,"Domestic",2022-10-17,6,2022-10-03,7203.21464619774,"One-way"
13073,6545,"Long Haul",2022-04-30,6,2022-03-10,35747.4911316986,"One-way"
13074,6545,"Domestic",2022-11-17,3,2022-10-31,7136.60810792007,"One-way"
13075,6545,"Domestic",2022-01-02,3,2021-12-18,2491.35893301403,"One-way"
13076,6545,"Domestic",2022-10-17,6,2022-10-01,18128.8629557492,"Round-Trip"
13077,6545,"Long Haul",2022-10-13,3,2022-08-03,22864.6599033282,"One-way"
13078,6546,"Short Haul",2022-12-02,1,2022-10-08,1570.75206979414,"One-way"
13079,6546,"Short Haul",2022-06-26,1,2022-05-02,12548.7860079293,"Round-Trip"
13080,6546,"Domestic",2022-10-26,1,2022-10-13,6678.38222605587,"Round-Trip"
13081,6547,"Domestic",2022-12-10,1,2022-11-23,1722.61887427591,"Round-Trip"
13082,6547,"Domestic",2022-12-04,1,2022-11-16,2246.5327819125,"Round-Trip"
13083,6548,"Short Haul",2022-12-03,1,2022-10-05,5856.99490354769,"One-way"
13084,6549,"Short Haul",2022-11-08,1,2022-09-10,6119.61651903121,"One-way"
13085,6549,"Domestic",2022-11-23,1,2022-11-12,1383.8355877504,"One-way"
13086,6550,"Short Haul",2022-05-09,2,2022-03-07,6812.61274931739,"One-way"
13087,6551,"Domestic",2022-10-22,3,2022-10-10,1000,"Round-Trip"
13088,6551,"Domestic",2022-05-02,3,2022-04-16,5784.91806368987,"One-way"
13089,6552,"Domestic",2022-04-29,3,2022-04-16,8907.21175314781,"One-way"
13090,6552,"Long Haul",2022-11-14,6,2022-09-09,38012.421268362,"One-way"
13091,6553,"Domestic",2022-06-18,3,2022-05-28,15445.0560170506,"Round-Trip"
13092,6553,"Long Haul",2022-05-04,1,2022-03-04,5516.51997904828,"One-way"
13093,6553,"Long Haul",2022-05-13,1,2022-03-13,17538.6599671444,"One-way"
13094,6554,"Short Haul",2022-10-31,2,2022-09-11,10079.5779130077,"One-way"
13095,6554,"Short Haul",2022-11-30,4,2022-10-03,52404.5863333718,"Round-Trip"
13096,6555,"Long Haul",2022-10-21,2,2022-08-14,28712.7270445985,"Round-Trip"
13097,6556,"Short Haul",2022-05-17,2,2022-03-16,26304.1811979515,"Round-Trip"
13098,6557,"Long Haul",2022-11-19,2,2022-09-23,17983.7227706172,"One-way"
13099,6557,"Domestic",2022-06-19,3,2022-06-07,3252.21465447301,"One-way"
13100,6557,"Long Haul",2022-06-10,4,2022-04-13,28666.7399153663,"One-way"
13101,6557,"Short Haul",2022-10-27,3,2022-09-05,14271.2913830386,"One-way"
13102,6557,"Domestic",2022-11-01,2,2022-10-22,2139.89262608533,"One-way"
13103,6558,"Domestic",2022-11-12,1,2022-10-30,1268.56310259762,"One-way"
13104,6559,"Short Haul",2022-12-01,2,2022-09-22,6934.36863407125,"One-way"
13105,6559,"Domestic",2022-04-29,3,2022-04-06,2334.73687863702,"One-way"
13106,6559,"Long Haul",2022-11-22,1,2022-09-24,9133.06431225977,"One-way"
13107,6560,"Domestic",2022-10-19,1,2022-10-08,4331.87781288607,"Open Jaw"
13108,6561,"Long Haul",2022-11-09,4,2022-09-03,32964.0911844629,"One-way"
13109,6562,"Domestic",2022-05-10,1,2022-04-28,1900.19595434053,"One-way"
13110,6563,"Long Haul",2022-04-21,1,2022-02-26,21096.2025593744,"Round-Trip"
13111,6564,"Domestic",2022-05-11,3,2022-04-25,8248.7964075278,"Round-Trip"
13112,6564,"Short Haul",2022-05-18,1,2022-03-26,4570.86742077819,"One-way"
13113,6565,"Short Haul",2022-12-01,4,2022-10-09,18794.4796986936,"One-way"
13114,6565,"Long Haul",2022-12-09,5,2022-10-02,69493.9041802326,"Round-Trip"
13115,6566,"Long Haul",2022-11-17,1,2022-09-07,14940.1657722101,"One-way"
13116,6566,"Domestic",2022-12-14,3,2022-11-24,8103.10330932056,"One-way"
13117,6566,"Short Haul",2022-12-06,7,2022-10-12,34989.9201898153,"One-way"
13118,6567,"Domestic",2022-11-12,1,2022-10-25,2762.41712852623,"Open Jaw"
13119,6567,"Short Haul",2022-11-14,1,2022-09-13,6460.33985634759,"One-way"
13120,6568,"Short Haul",2022-04-25,1,2022-03-01,4277.35196226194,"One-way"
13121,6568,"Domestic",2022-10-27,1,2022-10-09,1000,"One-way"
13122,6569,"Domestic",2022-11-26,1,2022-11-10,6748.88153518475,"Round-Trip"
13123,6569,"Domestic",2022-10-28,1,2022-10-23,2947.31378668632,"Round-Trip"
13124,6569,"Domestic",2022-11-13,3,2022-10-31,1946.41377873543,"One-way"
13125,6569,"Long Haul",2022-05-03,4,2022-03-09,26446.1340470141,"One-way"
13126,6570,"Domestic",2022-11-21,1,2022-11-13,1000,"Open Jaw"
13127,6571,"Short Haul",2022-05-17,1,2022-03-12,7132.67630983274,"One-way"
13128,6571,"Short Haul",2022-11-17,1,2022-09-12,12553.6809717021,"Round-Trip"
13129,6572,"Short Haul",2022-03-25,3,2022-01-18,26524.4877579997,"One-way"
13130,6573,"Domestic",2022-05-04,2,2022-04-22,1014.3132700665,"One-way"
13131,6573,"Short Haul",2022-05-11,3,2022-03-09,24135.9302015348,"Open Jaw"
13132,6573,"Short Haul",2022-10-31,1,2022-09-05,11269.407107577,"Round-Trip"
13133,6574,"Short Haul",2022-11-09,4,2022-08-28,81565.2830971091,"Round-Trip"
13134,6575,"Domestic",2022-11-03,1,2022-10-22,2434.94461577244,"One-way"
13135,6575,"Short Haul",2022-06-01,1,2022-03-29,5745.93768295473,"One-way"
13136,6576,"Domestic",2022-11-28,3,2022-11-13,4652.29616327768,"Open Jaw"
13137,6577,"Domestic",2022-11-25,1,2022-11-11,3266.33367493726,"One-way"
13138,6577,"Short Haul",2022-11-11,1,2022-09-12,17458.093358454,"Round-Trip"
13139,6578,"Domestic",2022-11-21,1,2022-11-04,2898.97654950501,"Open Jaw"
13140,6578,"Short Haul",2022-11-06,1,2022-09-06,7772.83687642292,"Round-Trip"
13141,6578,"Domestic",2022-05-14,1,2022-05-02,2846.53310899038,"One-way"
13142,6578,"Short Haul",2022-11-18,4,2022-09-11,51727.2657362742,"Round-Trip"
13143,6579,"Long Haul",2022-05-06,1,2022-03-04,12243.3831150844,"One-way"
13144,6579,"Domestic",2022-11-16,3,2022-10-29,4945.75855518559,"One-way"
13145,6579,"Domestic",2022-12-04,1,2022-11-23,1000,"One-way"
13146,6580,"Long Haul",2022-11-07,2,2022-09-07,12484.8172057061,"One-way"
13147,6581,"Short Haul",2022-10-29,1,2022-08-24,9506.16395943481,"Round-Trip"
13148,6582,"Domestic",2022-11-29,1,2022-11-07,1735.55662744314,"One-way"
13149,6583,"Domestic",2022-11-18,3,2022-10-30,3267.96094084886,"Round-Trip"
13150,6584,"Short Haul",2022-04-06,1,2022-02-06,16843.2150648879,"Round-Trip"
