"customer_id","age","sex","region","major_region","married","no_of_children"
5526,38,"M","Region 10 - N. Mindanao","Mindanao",FALSE,0
5527,42,"F","Region 7 - C. Visayas","Visayas",FALSE,0
5528,45,"M","Region 1 - Ilocos","Luzon",FALSE,0
5529,19,"F","NCR","Luzon",TRUE,1
5530,30,"F","Region 9 - Zamboanga","Mindanao",TRUE,0
5531,30,"F","Region 13 - Caraga","Mindanao",FALSE,0
5532,18,"M","NCR","Luzon",FALSE,0
5533,20,"F","Region 8 - E. Visayas","Visayas",FALSE,0
5534,31,"M","Region 10 - N. Mindanao","Mindanao",TRUE,2
5535,32,"M","Region 4 - CALABARZON","Luzon",FALSE,0
5536,27,"F","CAR","Luzon",FALSE,1
5537,32,"M","Region 11 - Davao","Mindanao",FALSE,0
5538,35,"F","Region 4 - CALABARZON","Luzon",FALSE,0
5539,45,"F","Region 4 - CALABARZON","Luzon",FALSE,0
5540,29,"F","NCR","Luzon",FALSE,0
5541,31,"M","Region 4 - CALABARZON","Luzon",FALSE,0
5542,37,"M","NCR","Luzon",FALSE,0
5543,25,"M","CAR","Luzon",TRUE,0
5544,28,"M","Region 7 - C. Visayas","Visayas",TRUE,0
5545,26,"F","Region 12 - SOCCKSARGEN","Mindanao",TRUE,0
5546,24,"Other","Region 6 - W. Visayas","Visayas",TRUE,0
5547,35,"F","Region 9 - Zamboanga","Mindanao",FALSE,0
5548,33,"M","Region 5 - Bicol","Luzon",TRUE,0
5549,16,"F","Region 7 - C. Visayas","Visayas",TRUE,0
5550,31,"M","Region 4 - CALABARZON","Luzon",TRUE,4
5551,24,"Other","Region 3 - Central Luzon","Luzon",FALSE,0
5552,35,"M","Region 9 - Zamboanga","Mindanao",FALSE,0
5553,33,"M","Region 11 - Davao","Mindanao",FALSE,0
5554,30,"M","Region 6 - W. Visayas","Visayas",FALSE,0
5555,46,"F","Region 6 - W. Visayas","Visayas",FALSE,0
5556,27,"F","MIMAROPA","Luzon",TRUE,0
5557,39,"M","Region 7 - C. Visayas","Visayas",TRUE,1
5558,29,"F","NCR","Luzon",FALSE,0
5559,37,"M","Region 7 - C. Visayas","Visayas",TRUE,0
5560,31,"F","Region 11 - Davao","Mindanao",FALSE,0
5561,28,"Other","NCR","Luzon",FALSE,0
5562,26,"M","BARMM","Mindanao",TRUE,2
5563,23,"M","Region 6 - W. Visayas","Visayas",TRUE,0
5564,20,"M","Region 4 - CALABARZON","Luzon",FALSE,0
5565,27,"F","Region 5 - Bicol","Luzon",FALSE,0
5566,47,"M","Region 5 - Bicol","Luzon",FALSE,1
5567,35,"F","Region 10 - N. Mindanao","Mindanao",TRUE,0
5568,16,"M","NCR","Luzon",TRUE,0
5569,43,"F","Region 10 - N. Mindanao","Mindanao",TRUE,0
5570,29,"M","Region 6 - W. Visayas","Visayas",FALSE,0
5571,32,"F","Region 4 - CALABARZON","Luzon",FALSE,0
5572,39,"M","Region 3 - Central Luzon","Luzon",FALSE,0
5573,43,"F","MIMAROPA","Luzon",FALSE,0
5574,28,"M","Region 13 - Caraga","Mindanao",TRUE,3
5575,24,"F","NCR","Luzon",FALSE,0
5576,25,"F","NCR","Luzon",FALSE,0
5577,21,"M","Region 5 - Bicol","Luzon",FALSE,0
5578,33,"M","Region 4 - CALABARZON","Luzon",FALSE,0
5579,30,"F","Region 6 - W. Visayas","Visayas",FALSE,0
5580,48,"F","Region 2 - Cagayan","Luzon",FALSE,0
5581,15,"M","MIMAROPA","Luzon",TRUE,1
5582,31,"M","NCR","Luzon",TRUE,0
5583,36,"F","NCR","Luzon",FALSE,0
5584,25,"Other","Region 11 - Davao","Mindanao",TRUE,0
5585,34,"M","Region 5 - Bicol","Luzon",FALSE,0
5586,39,"M","Region 3 - Central Luzon","Luzon",FALSE,0
5587,18,"F","NCR","Luzon",FALSE,0
5588,22,"M","Region 10 - N. Mindanao","Mindanao",FALSE,0
5589,21,"F","Region 7 - C. Visayas","Visayas",TRUE,1
5590,15,"M","NCR","Luzon",TRUE,0
5591,15,"F","Region 4 - CALABARZON","Luzon",FALSE,0
5592,25,"F","Region 11 - Davao","Mindanao",FALSE,0
5593,41,"M","Region 8 - E. Visayas","Visayas",FALSE,0
5594,37,"M","Region 5 - Bicol","Luzon",FALSE,0
5595,15,"M","NCR","Luzon",FALSE,0
5596,28,"M","Region 4 - CALABARZON","Luzon",TRUE,2
5597,29,"F","BARMM","Mindanao",FALSE,0
5598,24,"M","Region 3 - Central Luzon","Luzon",FALSE,0
5599,15,"F","Region 13 - Caraga","Mindanao",FALSE,0
5600,27,"M","Region 11 - Davao","Mindanao",FALSE,0
5601,35,"F","Region 3 - Central Luzon","Luzon",FALSE,0
5602,30,"F","BARMM","Mindanao",FALSE,0
5603,48,"M","Region 4 - CALABARZON","Luzon",FALSE,0
5604,37,"M","Region 2 - Cagayan","Luzon",FALSE,0
5605,41,"F","Region 1 - Ilocos","Luzon",FALSE,0
5606,29,"F","Region 2 - Cagayan","Luzon",FALSE,0
5607,48,"M","Region 4 - CALABARZON","Luzon",TRUE,0
5608,33,"M","Region 6 - W. Visayas","Visayas",TRUE,2
5609,35,"M","BARMM","Mindanao",TRUE,0
5610,31,"M","Region 3 - Central Luzon","Luzon",TRUE,0
5611,43,"F","Region 1 - Ilocos","Luzon",FALSE,0
5612,16,"M","Region 4 - CALABARZON","Luzon",TRUE,0
5613,15,"F","Region 2 - Cagayan","Luzon",FALSE,0
5614,18,"Other","Region 8 - E. Visayas","Visayas",FALSE,0
5615,37,"M","Region 6 - W. Visayas","Visayas",FALSE,0
5616,44,"F","NCR","Luzon",FALSE,0
5617,20,"F","Region 12 - SOCCKSARGEN","Mindanao",TRUE,0
5618,42,"M","NCR","Luzon",FALSE,0
5619,24,"F","Region 11 - Davao","Mindanao",FALSE,0
5620,21,"F","CAR","Luzon",FALSE,0
5621,35,"F","NCR","Luzon",TRUE,0
5622,25,"F","Region 7 - C. Visayas","Visayas",TRUE,0
5623,28,"F","Region 10 - N. Mindanao","Mindanao",TRUE,0
5624,34,"M","Region 7 - C. Visayas","Visayas",TRUE,1
5625,31,"F","Region 2 - Cagayan","Luzon",FALSE,0
5626,35,"M","CAR","Luzon",TRUE,1
5627,15,"M","Region 9 - Zamboanga","Mindanao",TRUE,1
5628,25,"F","Region 3 - Central Luzon","Luzon",TRUE,0
5629,22,"F","Region 9 - Zamboanga","Mindanao",TRUE,1
5630,28,"F","Region 4 - CALABARZON","Luzon",FALSE,0
5631,15,"M","Region 10 - N. Mindanao","Mindanao",FALSE,0
5632,26,"M","BARMM","Mindanao",TRUE,0
5633,47,"F","Region 6 - W. Visayas","Visayas",FALSE,0
5634,16,"F","Region 11 - Davao","Mindanao",FALSE,0
5635,29,"M","Region 9 - Zamboanga","Mindanao",FALSE,0
5636,15,"M","Region 6 - W. Visayas","Visayas",FALSE,0
5637,32,"M","MIMAROPA","Luzon",TRUE,2
5638,21,"F","Region 11 - Davao","Mindanao",FALSE,0
5639,37,"F","Region 2 - Cagayan","Luzon",FALSE,0
5640,27,"F","Region 2 - Cagayan","Luzon",FALSE,0
5641,34,"F","Region 7 - C. Visayas","Visayas",FALSE,0
5642,18,"F","Region 12 - SOCCKSARGEN","Mindanao",TRUE,1
5643,20,"F","MIMAROPA","Luzon",FALSE,0
5644,15,"F","Region 8 - E. Visayas","Visayas",TRUE,1
5645,26,"F","Region 1 - Ilocos","Luzon",TRUE,1
5646,15,"F","Region 1 - Ilocos","Luzon",FALSE,0
5647,15,"F","Region 3 - Central Luzon","Luzon",FALSE,0
5648,16,"F","Region 5 - Bicol","Luzon",TRUE,0
5649,28,"F","NCR","Luzon",TRUE,2
5650,33,"M","Region 13 - Caraga","Mindanao",TRUE,2
5651,20,"F","Region 4 - CALABARZON","Luzon",FALSE,0
5652,29,"M","Region 6 - W. Visayas","Visayas",TRUE,0
5653,54,"M","Region 4 - CALABARZON","Luzon",TRUE,1
5654,27,"F","BARMM","Mindanao",FALSE,0
5655,33,"M","Region 6 - W. Visayas","Visayas",TRUE,2
5656,20,"F","MIMAROPA","Luzon",TRUE,0
5657,26,"F","Region 1 - Ilocos","Luzon",TRUE,0
5658,35,"F","Region 7 - C. Visayas","Visayas",FALSE,0
5659,41,"M","Region 6 - W. Visayas","Visayas",FALSE,1
5660,21,"F","Region 7 - C. Visayas","Visayas",TRUE,0
5661,24,"F","Region 4 - CALABARZON","Luzon",FALSE,1
5662,32,"F","Region 4 - CALABARZON","Luzon",TRUE,1
5663,15,"F","Region 11 - Davao","Mindanao",TRUE,0
5664,40,"F","Region 10 - N. Mindanao","Mindanao",FALSE,0
5665,41,"F","NCR","Luzon",TRUE,2
5666,15,"M","Region 10 - N. Mindanao","Mindanao",FALSE,0
5667,20,"F","Region 4 - CALABARZON","Luzon",FALSE,1
5668,21,"M","Region 7 - C. Visayas","Visayas",FALSE,0
5669,42,"M","Region 9 - Zamboanga","Mindanao",TRUE,0
5670,25,"F","Region 4 - CALABARZON","Luzon",FALSE,0
5671,19,"M","Region 8 - E. Visayas","Visayas",TRUE,0
5672,20,"M","Region 12 - SOCCKSARGEN","Mindanao",TRUE,0
5673,43,"F","Region 4 - CALABARZON","Luzon",FALSE,0
5674,20,"F","Region 6 - W. Visayas","Visayas",FALSE,0
5675,24,"M","Region 9 - Zamboanga","Mindanao",FALSE,0
5676,38,"F","Region 9 - Zamboanga","Mindanao",TRUE,1
5677,34,"M","Region 10 - N. Mindanao","Mindanao",TRUE,1
5678,15,"M","Region 7 - C. Visayas","Visayas",FALSE,0
5679,31,"M","Region 4 - CALABARZON","Luzon",TRUE,1
5680,35,"F","NCR","Luzon",FALSE,0
5681,35,"F","Region 12 - SOCCKSARGEN","Mindanao",FALSE,0
5682,23,"M","Region 10 - N. Mindanao","Mindanao",TRUE,1
5683,32,"F","BARMM","Mindanao",FALSE,1
5684,41,"F","Region 4 - CALABARZON","Luzon",TRUE,0
5685,21,"M","Region 4 - CALABARZON","Luzon",FALSE,0
5686,36,"F","Region 7 - C. Visayas","Visayas",TRUE,2
5687,47,"F","Region 7 - C. Visayas","Visayas",TRUE,0
5688,23,"F","Region 7 - C. Visayas","Visayas",TRUE,3
5689,36,"M","Region 8 - E. Visayas","Visayas",TRUE,0
5690,26,"F","Region 12 - SOCCKSARGEN","Mindanao",FALSE,0
5691,30,"M","Region 11 - Davao","Mindanao",TRUE,0
5692,31,"F","Region 8 - E. Visayas","Visayas",FALSE,0
5693,36,"M","Region 3 - Central Luzon","Luzon",FALSE,0
5694,29,"F","Region 4 - CALABARZON","Luzon",TRUE,0
5695,40,"M","CAR","Luzon",FALSE,0
5696,31,"F","BARMM","Mindanao",FALSE,0
5697,17,"M","Region 6 - W. Visayas","Visayas",FALSE,0
5698,22,"F","Region 5 - Bicol","Luzon",FALSE,0
5699,15,"M","NCR","Luzon",FALSE,0
5700,15,"F","Region 4 - CALABARZON","Luzon",TRUE,0
5701,23,"M","Region 4 - CALABARZON","Luzon",FALSE,0
5702,48,"F","Region 9 - Zamboanga","Mindanao",FALSE,0
5703,34,"F","Region 3 - Central Luzon","Luzon",FALSE,0
5704,26,"F","Region 4 - CALABARZON","Luzon",TRUE,0
5705,45,"Other","NCR","Luzon",FALSE,0
5706,31,"F","Region 12 - SOCCKSARGEN","Mindanao",TRUE,2
5707,27,"Other","Region 5 - Bicol","Luzon",TRUE,0
5708,53,"M","Region 4 - CALABARZON","Luzon",FALSE,0
5709,19,"F","Region 10 - N. Mindanao","Mindanao",FALSE,0
5710,34,"F","MIMAROPA","Luzon",FALSE,0
5711,33,"M","BARMM","Mindanao",FALSE,0
5712,19,"M","NCR","Luzon",FALSE,0
5713,16,"F","NCR","Luzon",TRUE,0
5714,36,"F","Region 2 - Cagayan","Luzon",FALSE,0
5715,28,"M","Region 9 - Zamboanga","Mindanao",TRUE,0
5716,32,"F","NCR","Luzon",FALSE,0
5717,40,"F","Region 7 - C. Visayas","Visayas",FALSE,0
5718,26,"M","Region 10 - N. Mindanao","Mindanao",FALSE,0
5719,18,"F","BARMM","Mindanao",FALSE,0
5720,21,"M","Region 4 - CALABARZON","Luzon",FALSE,0
5721,15,"M","NCR","Luzon",FALSE,0
5722,24,"M","Region 7 - C. Visayas","Visayas",FALSE,0
5723,44,"M","Region 12 - SOCCKSARGEN","Mindanao",FALSE,0
5724,40,"Other","MIMAROPA","Luzon",TRUE,0
5725,25,"F","Region 1 - Ilocos","Luzon",FALSE,0
5726,25,"F","Region 10 - N. Mindanao","Mindanao",TRUE,0
5727,36,"M","NCR","Luzon",FALSE,0
5728,44,"F","Region 2 - Cagayan","Luzon",TRUE,0
5729,28,"M","Region 10 - N. Mindanao","Mindanao",FALSE,0
5730,40,"M","Region 8 - E. Visayas","Visayas",FALSE,0
5731,35,"F","Region 1 - Ilocos","Luzon",FALSE,0
5732,33,"M","Region 5 - Bicol","Luzon",TRUE,0
5733,27,"Other","Region 4 - CALABARZON","Luzon",TRUE,0
5734,35,"M","Region 4 - CALABARZON","Luzon",FALSE,0
5735,24,"M","Region 4 - CALABARZON","Luzon",FALSE,0
5736,25,"M","Region 3 - Central Luzon","Luzon",TRUE,0
5737,33,"F","Region 6 - W. Visayas","Visayas",FALSE,0
5738,29,"M","Region 6 - W. Visayas","Visayas",TRUE,0
5739,33,"M","Region 6 - W. Visayas","Visayas",TRUE,0
5740,33,"F","Region 5 - Bicol","Luzon",FALSE,0
5741,42,"F","Region 4 - CALABARZON","Luzon",FALSE,0
5742,35,"Other","Region 4 - CALABARZON","Luzon",FALSE,3
5743,28,"F","Region 6 - W. Visayas","Visayas",TRUE,0
5744,29,"F","Region 5 - Bicol","Luzon",FALSE,0
5745,50,"F","Region 3 - Central Luzon","Luzon",FALSE,0
5746,20,"F","Region 10 - N. Mindanao","Mindanao",FALSE,0
5747,24,"F","Region 1 - Ilocos","Luzon",FALSE,0
5748,29,"M","Region 4 - CALABARZON","Luzon",TRUE,1
5749,40,"M","Region 8 - E. Visayas","Visayas",FALSE,0
5750,30,"M","Region 10 - N. Mindanao","Mindanao",FALSE,0
5751,39,"F","Region 4 - CALABARZON","Luzon",FALSE,0
5752,17,"M","Region 6 - W. Visayas","Visayas",TRUE,0
5753,24,"F","Region 4 - CALABARZON","Luzon",FALSE,0
5754,33,"M","NCR","Luzon",FALSE,0
5755,37,"F","Region 11 - Davao","Mindanao",FALSE,0
5756,33,"M","NCR","Luzon",FALSE,0
5757,29,"F","Region 7 - C. Visayas","Visayas",FALSE,0
5758,42,"F","Region 4 - CALABARZON","Luzon",TRUE,1
5759,32,"M","Region 3 - Central Luzon","Luzon",TRUE,2
5760,15,"F","Region 2 - Cagayan","Luzon",FALSE,0
5761,15,"F","NCR","Luzon",TRUE,1
5762,35,"F","Region 10 - N. Mindanao","Mindanao",TRUE,1
5763,24,"M","Region 2 - Cagayan","Luzon",TRUE,3
5764,26,"M","NCR","Luzon",TRUE,1
5765,29,"F","NCR","Luzon",TRUE,1
5766,42,"F","Region 10 - N. Mindanao","Mindanao",FALSE,1
5767,29,"F","Region 4 - CALABARZON","Luzon",FALSE,0
5768,29,"F","Region 2 - Cagayan","Luzon",FALSE,0
5769,22,"F","NCR","Luzon",FALSE,0
5770,33,"F","Region 8 - E. Visayas","Visayas",TRUE,0
5771,15,"M","Region 7 - C. Visayas","Visayas",FALSE,0
5772,18,"F","NCR","Luzon",TRUE,0
5773,15,"M","Region 3 - Central Luzon","Luzon",FALSE,0
5774,33,"M","Region 3 - Central Luzon","Luzon",TRUE,0
5775,25,"M","Region 9 - Zamboanga","Mindanao",FALSE,0
5776,29,"F","Region 1 - Ilocos","Luzon",FALSE,0
5777,17,"F","Region 5 - Bicol","Luzon",TRUE,1
5778,25,"M","Region 4 - CALABARZON","Luzon",TRUE,0
5779,19,"M","Region 5 - Bicol","Luzon",TRUE,1
5780,20,"M","BARMM","Mindanao",TRUE,3
5781,30,"F","Region 12 - SOCCKSARGEN","Mindanao",TRUE,1
5782,27,"M","Region 10 - N. Mindanao","Mindanao",TRUE,0
5783,37,"F","CAR","Luzon",TRUE,0
5784,32,"M","Region 10 - N. Mindanao","Mindanao",FALSE,0
5785,37,"F","Region 4 - CALABARZON","Luzon",FALSE,0
5786,44,"M","Region 9 - Zamboanga","Mindanao",FALSE,0
5787,17,"M","Region 5 - Bicol","Luzon",FALSE,0
5788,25,"M","Region 3 - Central Luzon","Luzon",FALSE,0
5789,36,"M","NCR","Luzon",TRUE,0
5790,29,"M","Region 6 - W. Visayas","Visayas",FALSE,0
5791,37,"M","Region 4 - CALABARZON","Luzon",FALSE,0
5792,23,"M","Region 4 - CALABARZON","Luzon",TRUE,1
5793,27,"M","Region 1 - Ilocos","Luzon",FALSE,0
5794,41,"M","Region 10 - N. Mindanao","Mindanao",FALSE,0
5795,44,"F","NCR","Luzon",FALSE,0
5796,33,"M","MIMAROPA","Luzon",FALSE,0
5797,42,"M","NCR","Luzon",FALSE,0
5798,40,"F","BARMM","Mindanao",TRUE,0
5799,32,"F","NCR","Luzon",FALSE,0
5800,31,"M","Region 3 - Central Luzon","Luzon",FALSE,0
5801,35,"F","NCR","Luzon",FALSE,0
5802,15,"F","Region 9 - Zamboanga","Mindanao",FALSE,0
5803,38,"M","Region 1 - Ilocos","Luzon",FALSE,0
5804,32,"F","Region 3 - Central Luzon","Luzon",TRUE,2
5805,22,"M","Region 4 - CALABARZON","Luzon",TRUE,1
5806,48,"M","Region 7 - C. Visayas","Visayas",FALSE,1
5807,47,"M","NCR","Luzon",FALSE,0
5808,24,"F","NCR","Luzon",TRUE,0
5809,15,"F","Region 4 - CALABARZON","Luzon",FALSE,0
5810,24,"F","Region 11 - Davao","Mindanao",FALSE,0
5811,37,"F","Region 4 - CALABARZON","Luzon",TRUE,0
5812,25,"M","Region 8 - E. Visayas","Visayas",FALSE,0
5813,20,"M","Region 2 - Cagayan","Luzon",TRUE,0
5814,26,"F","NCR","Luzon",FALSE,0
5815,28,"F","Region 6 - W. Visayas","Visayas",FALSE,0
5816,51,"M","Region 11 - Davao","Mindanao",FALSE,0
5817,40,"F","Region 10 - N. Mindanao","Mindanao",FALSE,0
5818,28,"Other","Region 7 - C. Visayas","Visayas",FALSE,0
5819,40,"F","Region 10 - N. Mindanao","Mindanao",FALSE,0
5820,35,"F","Region 9 - Zamboanga","Mindanao",TRUE,0
5821,32,"F","Region 4 - CALABARZON","Luzon",TRUE,1
5822,35,"M","Region 3 - Central Luzon","Luzon",FALSE,0
5823,36,"F","Region 7 - C. Visayas","Visayas",FALSE,0
5824,40,"F","NCR","Luzon",TRUE,0
5825,29,"M","Region 9 - Zamboanga","Mindanao",TRUE,0
5826,45,"M","Region 7 - C. Visayas","Visayas",FALSE,0
5827,41,"F","Region 4 - CALABARZON","Luzon",FALSE,0
5828,26,"F","Region 1 - Ilocos","Luzon",TRUE,2
5829,27,"F","NCR","Luzon",TRUE,0
5830,39,"M","Region 9 - Zamboanga","Mindanao",TRUE,1
5831,55,"F","Region 1 - Ilocos","Luzon",TRUE,1
5832,27,"M","Region 8 - E. Visayas","Visayas",TRUE,0
5833,28,"M","Region 4 - CALABARZON","Luzon",FALSE,0
5834,15,"M","Region 7 - C. Visayas","Visayas",TRUE,0
5835,38,"M","Region 9 - Zamboanga","Mindanao",FALSE,0
5836,30,"F","Region 4 - CALABARZON","Luzon",FALSE,0
5837,35,"F","Region 5 - Bicol","Luzon",FALSE,0
5838,42,"M","Region 6 - W. Visayas","Visayas",TRUE,0
5839,23,"F","Region 1 - Ilocos","Luzon",FALSE,0
5840,47,"F","Region 5 - Bicol","Luzon",FALSE,0
5841,47,"M","Region 12 - SOCCKSARGEN","Mindanao",FALSE,0
5842,22,"F","Region 5 - Bicol","Luzon",FALSE,0
5843,33,"F","Region 13 - Caraga","Mindanao",TRUE,3
5844,35,"F","MIMAROPA","Luzon",FALSE,0
5845,26,"F","Region 8 - E. Visayas","Visayas",TRUE,2
5846,38,"F","Region 4 - CALABARZON","Luzon",FALSE,0
5847,29,"F","Region 7 - C. Visayas","Visayas",FALSE,0
5848,36,"F","Region 8 - E. Visayas","Visayas",FALSE,0
5849,34,"M","Region 8 - E. Visayas","Visayas",TRUE,1
5850,17,"F","Region 4 - CALABARZON","Luzon",FALSE,0
5851,23,"M","Region 12 - SOCCKSARGEN","Mindanao",FALSE,0
5852,44,"F","Region 1 - Ilocos","Luzon",TRUE,2
5853,25,"M","Region 4 - CALABARZON","Luzon",FALSE,0
5854,32,"M","Region 1 - Ilocos","Luzon",TRUE,0
5855,43,"F","Region 5 - Bicol","Luzon",TRUE,0
5856,15,"M","Region 1 - Ilocos","Luzon",FALSE,0
5857,22,"M","NCR","Luzon",TRUE,0
5858,41,"M","Region 10 - N. Mindanao","Mindanao",FALSE,0
5859,34,"M","Region 4 - CALABARZON","Luzon",TRUE,0
5860,32,"M","Region 4 - CALABARZON","Luzon",TRUE,0
5861,40,"F","Region 7 - C. Visayas","Visayas",FALSE,0
5862,29,"M","NCR","Luzon",FALSE,0
5863,35,"F","Region 9 - Zamboanga","Mindanao",TRUE,0
5864,39,"F","Region 9 - Zamboanga","Mindanao",FALSE,0
5865,31,"M","NCR","Luzon",FALSE,0
5866,44,"F","Region 4 - CALABARZON","Luzon",FALSE,0
5867,23,"Other","Region 12 - SOCCKSARGEN","Mindanao",FALSE,0
5868,20,"M","Region 13 - Caraga","Mindanao",FALSE,0
5869,15,"F","Region 5 - Bicol","Luzon",FALSE,0
5870,48,"M","Region 9 - Zamboanga","Mindanao",FALSE,0
5871,50,"M","Region 3 - Central Luzon","Luzon",FALSE,0
5872,25,"M","Region 9 - Zamboanga","Mindanao",TRUE,1
5873,34,"F","Region 7 - C. Visayas","Visayas",FALSE,0
5874,30,"F","Region 6 - W. Visayas","Visayas",FALSE,0
5875,30,"M","NCR","Luzon",TRUE,0
5876,38,"M","Region 3 - Central Luzon","Luzon",FALSE,0
5877,54,"F","Region 6 - W. Visayas","Visayas",FALSE,0
5878,42,"M","Region 7 - C. Visayas","Visayas",FALSE,0
5879,43,"Other","NCR","Luzon",TRUE,3
5880,32,"M","Region 11 - Davao","Mindanao",FALSE,0
5881,32,"M","NCR","Luzon",FALSE,0
5882,38,"F","Region 10 - N. Mindanao","Mindanao",TRUE,0
5883,28,"F","Region 3 - Central Luzon","Luzon",FALSE,0
5884,26,"F","NCR","Luzon",FALSE,0
5885,33,"F","Region 3 - Central Luzon","Luzon",TRUE,3
5886,38,"F","Region 6 - W. Visayas","Visayas",FALSE,0
5887,27,"F","Region 4 - CALABARZON","Luzon",FALSE,0
5888,25,"M","Region 6 - W. Visayas","Visayas",FALSE,0
5889,34,"M","Region 10 - N. Mindanao","Mindanao",FALSE,0
5890,40,"F","Region 8 - E. Visayas","Visayas",FALSE,0
5891,15,"M","Region 11 - Davao","Mindanao",TRUE,0
5892,43,"F","NCR","Luzon",FALSE,0
5893,35,"M","Region 13 - Caraga","Mindanao",TRUE,0
5894,21,"M","NCR","Luzon",TRUE,0
5895,30,"F","Region 6 - W. Visayas","Visayas",FALSE,0
5896,42,"F","Region 2 - Cagayan","Luzon",FALSE,0
5897,15,"M","Region 3 - Central Luzon","Luzon",TRUE,0
5898,15,"M","NCR","Luzon",TRUE,2
5899,39,"M","MIMAROPA","Luzon",FALSE,0
5900,28,"F","Region 6 - W. Visayas","Visayas",TRUE,0
5901,31,"F","Region 6 - W. Visayas","Visayas",FALSE,0
5902,32,"M","Region 12 - SOCCKSARGEN","Mindanao",FALSE,0
5903,33,"M","MIMAROPA","Luzon",FALSE,0
5904,19,"F","Region 10 - N. Mindanao","Mindanao",FALSE,0
5905,18,"F","Region 3 - Central Luzon","Luzon",FALSE,0
5906,49,"M","MIMAROPA","Luzon",TRUE,0
5907,37,"F","Region 12 - SOCCKSARGEN","Mindanao",TRUE,0
5908,29,"M","Region 7 - C. Visayas","Visayas",TRUE,0
5909,36,"M","Region 3 - Central Luzon","Luzon",TRUE,2
5910,39,"M","Region 8 - E. Visayas","Visayas",FALSE,0
5911,40,"M","Region 6 - W. Visayas","Visayas",TRUE,0
5912,30,"F","Region 12 - SOCCKSARGEN","Mindanao",FALSE,0
5913,58,"F","BARMM","Mindanao",FALSE,0
5914,30,"F","Region 4 - CALABARZON","Luzon",FALSE,0
5915,23,"F","NCR","Luzon",TRUE,0
5916,28,"M","NCR","Luzon",TRUE,2
5917,31,"M","Region 7 - C. Visayas","Visayas",TRUE,0
5918,38,"F","Region 6 - W. Visayas","Visayas",TRUE,3
5919,38,"F","Region 6 - W. Visayas","Visayas",FALSE,0
5920,17,"F","Region 3 - Central Luzon","Luzon",FALSE,0
5921,27,"F","Region 1 - Ilocos","Luzon",FALSE,0
5922,43,"M","Region 6 - W. Visayas","Visayas",FALSE,0
5923,23,"M","Region 7 - C. Visayas","Visayas",TRUE,0
5924,25,"M","Region 5 - Bicol","Luzon",FALSE,0
5925,32,"M","Region 3 - Central Luzon","Luzon",TRUE,0
5926,46,"M","Region 1 - Ilocos","Luzon",TRUE,1
5927,29,"F","Region 4 - CALABARZON","Luzon",FALSE,0
5928,45,"M","Region 5 - Bicol","Luzon",FALSE,0
5929,24,"F","Region 4 - CALABARZON","Luzon",TRUE,0
5930,39,"M","Region 2 - Cagayan","Luzon",FALSE,0
5931,30,"F","CAR","Luzon",FALSE,0
5932,32,"Other","Region 10 - N. Mindanao","Mindanao",FALSE,0
5933,35,"F","Region 12 - SOCCKSARGEN","Mindanao",TRUE,0
5934,26,"F","Region 13 - Caraga","Mindanao",FALSE,0
5935,44,"F","Region 7 - C. Visayas","Visayas",TRUE,0
5936,35,"F","Region 2 - Cagayan","Luzon",TRUE,0
5937,25,"M","BARMM","Mindanao",TRUE,0
5938,19,"M","Region 4 - CALABARZON","Luzon",FALSE,0
5939,36,"F","Region 3 - Central Luzon","Luzon",FALSE,0
5940,43,"F","Region 4 - CALABARZON","Luzon",FALSE,0
5941,15,"Other","Region 12 - SOCCKSARGEN","Mindanao",FALSE,0
5942,47,"F","Region 4 - CALABARZON","Luzon",FALSE,0
5943,32,"M","Region 5 - Bicol","Luzon",TRUE,0
5944,26,"F","Region 5 - Bicol","Luzon",FALSE,0
5945,15,"F","Region 11 - Davao","Mindanao",TRUE,0
5946,34,"F","Region 4 - CALABARZON","Luzon",FALSE,0
5947,48,"M","NCR","Luzon",TRUE,0
5948,37,"Other","Region 3 - Central Luzon","Luzon",TRUE,0
5949,33,"M","Region 12 - SOCCKSARGEN","Mindanao",FALSE,0
5950,21,"F","Region 3 - Central Luzon","Luzon",TRUE,0
5951,26,"M","Region 7 - C. Visayas","Visayas",FALSE,0
5952,25,"F","Region 6 - W. Visayas","Visayas",TRUE,0
5953,29,"M","Region 12 - SOCCKSARGEN","Mindanao",TRUE,0
5954,24,"M","MIMAROPA","Luzon",TRUE,0
5955,39,"F","MIMAROPA","Luzon",TRUE,0
5956,54,"M","Region 4 - CALABARZON","Luzon",TRUE,3
5957,38,"F","Region 10 - N. Mindanao","Mindanao",FALSE,0
5958,15,"F","Region 6 - W. Visayas","Visayas",FALSE,0
5959,43,"F","Region 7 - C. Visayas","Visayas",FALSE,0
5960,35,"F","Region 4 - CALABARZON","Luzon",TRUE,1
5961,31,"Other","BARMM","Mindanao",FALSE,0
5962,33,"M","Region 7 - C. Visayas","Visayas",TRUE,0
5963,33,"M","Region 6 - W. Visayas","Visayas",TRUE,0
5964,35,"F","Region 3 - Central Luzon","Luzon",TRUE,0
5965,28,"M","Region 2 - Cagayan","Luzon",TRUE,0
5966,26,"F","Region 11 - Davao","Mindanao",TRUE,2
5967,30,"M","Region 4 - CALABARZON","Luzon",FALSE,0
5968,24,"M","Region 3 - Central Luzon","Luzon",TRUE,0
5969,31,"M","NCR","Luzon",FALSE,0
